Waterbody Name,County,DEC Region,Year,Bloom Type,Date of First Listing,Date of Last Listing,Number of Weeks on DEC Notification List,Number of Weeks with Updates,Latitude,Longitude,Location 1
Lake Neatahwanta,Oswego,7,2018,HT,06/22/2018,10/19/2018,17,16,43.3081017,-76.4372025,"(43.3081017, -76.4372025)"
Lake Neatahwanta,Oswego,7,2017,HT,05/26/2017,10/21/2017,21,18,43.3081017,-76.4372025,"(43.3081017, -76.4372025)"
Lake Neatahwanta,Oswego,7,2016,HT,06/02/2016,09/29/2016,17,12,43.3081017,-76.4372025,"(43.3081017, -76.4372025)"
Lake Neatahwanta,Oswego,7,2014,HT,06/25/2014,10/27/2014,18,14,43.3081017,-76.4372025,"(43.3081017, -76.4372025)"
Lake Neatahwanta,Oswego,7,2013,C,05/29/2013,10/13/2013,20,5,43.3081017,-76.4372025,"(43.3081017, -76.4372025)"
Lake Neatahwanta,Oswego,7,2012,S,06/28/2012,10/27/2012,17,5,43.3081017,-76.4372025,"(43.3081017, -76.4372025)"
Lake Of The Woods,Jefferson,6,2015,C,08/14/2015,10/20/2015,10,1,44.3153992,-75.7277985,"(44.3153992, -75.7277985)"
Lake Oniad,Dutchess,3,2018,S,09/21/2018,10/20/2018,4,1,41.5887400,-73.8797900,"(41.58874, -73.87979)"
Lake Ontario,Jefferson,6,2018,S,09/14/2018,10/05/2018,3,1,43.9141220,-76.1236620,"(43.914122, -76.123662)"
Lake Ontario,Oswego,7,2018,S,09/14/2018,10/27/2018,6,1,43.9141220,-76.1236620,"(43.914122, -76.123662)"
Lake Ontario,Cayuga,7,2018,S,09/21/2018,10/13/2018,3,1,43.9141220,-76.1236620,"(43.914122, -76.123662)"
Lake Ontario,Oswego,7,2018,S,09/08/2018,09/28/2018,3,1,43.9141220,-76.1236620,"(43.914122, -76.123662)"
Lake Ontario,Orleans,8,2018,S,09/21/2018,09/29/2018,1,1,43.9141220,-76.1236620,"(43.914122, -76.123662)"
Lake Ontario,Wayne,9,2018,S,08/17/2018,08/24/2018,1,1,43.9141220,-76.1236620,"(43.914122, -76.123662)"
Lake Ontario,Monroe,7,2018,S,09/21/2018,10/27/2018,5,1,43.9141220,-76.1236620,"(43.914122, -76.123662)"
Lake Ontario,Monroe,8,2016,S,08/19/2016,09/29/2016,6,2,43.9141220,-76.1236620,"(43.914122, -76.123662)"
Lake Ontario,Niagara,9,2016,S,08/12/2016,09/16/2016,5,2,43.9141220,-76.1236620,"(43.914122, -76.123662)"
Lake Ontario,Oswego,7,2016,S,08/19/2016,10/20/2016,9,2,43.9141220,-76.1236620,"(43.914122, -76.123662)"
Lake Ontario,St Lawrence,6,2016,S,08/19/2016,10/20/2016,9,2,43.9141220,-76.1236620,"(43.914122, -76.123662)"
Lake Ontario,Wayne,8,2016,S,08/19/2016,10/02/2016,6,2,43.9141220,-76.1236620,"(43.914122, -76.123662)"
Lake Ontario,Orleans,8,2016,S,08/19/2016,10/27/2016,10,2,43.9141220,-76.1236620,"(43.914122, -76.123662)"
Lake Ontario,Franklin,5,2016,S,08/19/2016,10/27/2016,10,2,43.9141220,-76.1236620,"(43.914122, -76.123662)"
Lake Ontario,Jefferson,6,2016,S,08/19/2016,10/13/2016,8,2,43.9141220,-76.1236620,"(43.914122, -76.123662)"
Lake Ontario,Cayuga,5,2016,S,08/19/2016,10/02/2016,6,2,43.9141220,-76.1236620,"(43.914122, -76.123662)"
Lake Ontario,Orleans,8,2016,S,08/12/2016,09/16/2016,5,2,43.9141220,-76.1236620,"(43.914122, -76.123662)"
Lake Ontario (Sackett),Jefferson,6,2018,S,09/21/2018,10/20/2018,4,1,43.9141220,-76.1236620,"(43.914122, -76.123662)"
Lake Ontario (Westcott),Jefferson,6,2018,S,08/17/2018,10/20/2018,9,1,43.9141220,-76.1236620,"(43.914122, -76.123662)"
Lake Oscaleta,Westchester,3,2018,C,09/21/2018,10/27/2018,5,2,41.2965012,-73.5614014,"(41.2965012, -73.5614014)"
Lake Oscaleta,Westchester,3,2016,C,07/01/2016,10/02/2016,13,1,41.2965012,-73.5614014,"(41.2965012, -73.5614014)"
Lake Peekskill,Putnam,3,2018,HT,07/06/2018,09/14/2018,10,6,41.3395004,-73.8827972,"(41.3395004, -73.8827972)"
Lake Peekskill,Putnam,3,2017,C,07/21/2017,09/29/2017,10,4,41.3395004,-73.8827972,"(41.3395004, -73.8827972)"
Lake Peekskill,Putnam,3,2015,C,07/31/2015,10/27/2015,13,2,41.3395004,-73.8827972,"(41.3395004, -73.8827972)"
Lake Peekskill,Putnam,3,2014,HT,07/22/2014,10/13/2014,12,5,41.3395004,-73.8827972,"(41.3395004, -73.8827972)"
Lake Placid,Essex,5,2015,HT,07/03/2015,08/07/2015,5,4,44.3251991,-73.9591980,"(44.3251991, -73.959198)"
Lake Pleasant,Hamilton,5,2012,S,07/15/2012,10/20/2012,14,1,43.4872017,-74.3638000,"(43.4872017, -74.3638)"
Lake Rippowam,Westchester,3,2018,C,09/21/2018,10/02/2018,2,2,41.3000984,-73.5627975,"(41.3000984, -73.5627975)"
Lake Rippowam,Westchester,3,2017,C,07/21/2017,10/20/2017,13,1,41.3000984,-73.5627975,"(41.3000984, -73.5627975)"
Lake Ronkonkoma,Suffolk,1,2018,HT,05/25/2018,06/30/2018,5,5,40.8219910,-73.1192700,"(40.821991, -73.11927)"
Lake Ronkonkoma,Suffolk,1,2017,HT,07/21/2017,08/18/2017,4,4,40.8219910,-73.1192700,"(40.821991, -73.11927)"
Lake Ronkonkoma,Suffolk,1,2016,HT,06/17/2016,07/08/2016,3,3,40.8219910,-73.1192700,"(40.821991, -73.11927)"
Lake Ronkonkoma,Suffolk,1,2015,C,05/22/2015,10/13/2015,21,11,40.8219910,-73.1192700,"(40.821991, -73.11927)"
Lake Ronkonkoma,Suffolk,1,2014,C,08/25/2014,10/27/2014,9,1,40.8219910,-73.1192700,"(40.821991, -73.11927)"
Lake Ronkonkoma,Suffolk,1,2013,C,07/30/2013,10/27/2013,13,1,40.8219910,-73.1192700,"(40.821991, -73.11927)"
Lake Sunnyside,Warren,5,2013,C,06/29/2013,10/20/2013,16,5,43.3753014,-73.6397018,"(43.3753014, -73.6397018)"
Lake Temalo,Oswego,7,2016,C,07/29/2016,10/20/2016,12,1,43.2840004,-76.2594986,"(43.2840004, -76.2594986)"
Lake Tiorati,Orange,3,2017,S,10/20/2017,10/27/2017,1,1,41.2616997,-74.0878983,"(41.2616997, -74.0878983)"
Lake Tonetta,Putnam,3,2014,S,04/08/2014,10/27/2014,29,1,41.4216995,-73.6109009,"(41.4216995, -73.6109009)"
Lake Waccabuc,Westchester,3,2018,C,06/22/2018,08/03/2018,6,4,41.2976990,-73.5840988,"(41.297699, -73.5840988)"
Lake Waccabuc,Westchester,3,2016,HT,07/01/2016,07/29/2016,4,3,41.2976990,-73.5840988,"(41.297699, -73.5840988)"
Lake Waccabuc,Westchester,3,2014,C,05/08/2014,09/29/2014,21,1,41.2976990,-73.5840988,"(41.297699, -73.5840988)"
Lake Waccabuc,Westchester,3,2013,C,06/16/2013,10/27/2013,19,2,41.2976990,-73.5840988,"(41.297699, -73.5840988)"
Lake Waccabuc,Westchester,3,2012,C,06/22/2012,10/13/2012,16,4,41.2976990,-73.5840988,"(41.297699, -73.5840988)"
Lamoka Lake,Schuyler,8,2017,S,06/10/2017,10/20/2017,19,1,42.4057999,-77.0777969,"(42.4057999, -77.0777969)"
Lamoka Lake,Schuyler,8,2013,S,09/17/2013,10/20/2013,5,1,42.4057999,-77.0777969,"(42.4057999, -77.0777969)"
Lamoka Lake Chanel,Schuyler,8,2013,S,09/17/2013,10/02/2013,2,1,42.4187680,-77.0896050,"(42.418768, -77.089605)"
Lamoka Lake Channel,Schuyler,8,2018,S,09/21/2018,10/27/2018,5,1,42.4187680,-77.0896050,"(42.418768, -77.089605)"
Laurel Lake,Suffolk,1,2018,C,06/29/2018,10/20/2018,16,1,40.9789009,-72.5575027,"(40.9789009, -72.5575027)"
Laurel Lake,Broome,7,2016,C,07/08/2016,08/12/2016,5,2,42.0103989,-75.4803009,"(42.0103989, -75.4803009)"
Laurel Lake,Broome,7,2015,C,08/28/2015,09/25/2015,4,4,42.0103989,-75.4803009,"(42.0103989, -75.4803009)"
Laurel Lake,Broome,7,2014,HT,08/17/2014,09/29/2014,6,1,42.0103989,-75.4803009,"(42.0103989, -75.4803009)"
Laurel Lake,Broome,7,2013,C,08/22/2013,10/27/2013,9,1,42.0103989,-75.4803009,"(42.0103989, -75.4803009)"
Laurel Lake,Broome,7,2012,C,08/23/2012,10/13/2012,7,2,42.0103989,-75.4803009,"(42.0103989, -75.4803009)"
Lawson Lake,Albany,4,2018,C,06/07/2018,09/29/2018,16,2,42.5391006,-73.9598999,"(42.5391006, -73.9598999)"
Lawson Lake,Albany,4,2017,C,08/11/2017,10/27/2017,11,4,42.5391006,-73.9598999,"(42.5391006, -73.9598999)"
Lawson Lake,Albany,4,2016,C,09/23/2016,10/13/2016,3,3,42.5391006,-73.9598999,"(42.5391006, -73.9598999)"
Lawson Lake,Albany,4,2015,HT,03/07/2015,10/27/2015,33,6,42.5391006,-73.9598999,"(42.5391006, -73.9598999)"
Lawson Lake,Albany,4,2014,HT,08/26/2014,10/02/2014,5,2,42.5391006,-73.9598999,"(42.5391006, -73.9598999)"
Lawson Lake,Albany,4,2013,HT,08/13/2013,10/20/2013,10,6,42.5391006,-73.9598999,"(42.5391006, -73.9598999)"
Lebanon Reservoir,Madison,7,2018,S,09/21/2018,10/12/2018,3,1,42.8063400,-75.6100200,"(42.80634, -75.61002)"
Lime Lake,Cattaraugus,9,2017,HT,09/16/2017,10/06/2017,3,2,42.4273987,-78.4792023,"(42.4273987, -78.4792023)"
Lime Lake,Cattaraugus,9,2014,HT,06/29/2014,10/20/2014,16,1,42.4273987,-78.4792023,"(42.4273987, -78.4792023)"
Lime Lake,Cattaraugus,9,2013,C,07/04/2013,10/20/2013,15,2,42.4273987,-78.4792023,"(42.4273987, -78.4792023)"
Lime Lake,Cattaraugus,9,2012,HT,06/29/2012,08/26/2012,8,5,42.4273987,-78.4792023,"(42.4273987, -78.4792023)"
Little Fresh Pond,Suffolk,1,2018,C,08/31/2018,10/13/2018,6,2,40.9182014,-72.4085007,"(40.9182014, -72.4085007)"
Little Fresh Pond,Suffolk,1,2015,C,08/28/2015,10/27/2015,9,2,40.9182014,-72.4085007,"(40.9182014, -72.4085007)"
Little Pond,Delaware,4,2015,S,09/18/2015,10/27/2015,6,3,42.0397987,-74.7472000,"(42.0397987, -74.7472)"
Little We Wah Lake,Orange,3,2017,C,08/18/2017,10/20/2017,9,2,41.2117100,-74.1993900,"(41.21171, -74.19939)"
Little We Wah Lake,Orange,3,2016,C,07/15/2016,07/29/2016,2,1,41.2117100,-74.1993900,"(41.21171, -74.19939)"
Little We Wah Lake,Orange,3,2014,C,06/20/2014,06/30/2014,1,1,41.2117100,-74.1993900,"(41.21171, -74.19939)"
Little We Wah Lake,Orange,3,2012,C,07/09/2012,09/29/2012,12,3,41.2117100,-74.1993900,"(41.21171, -74.19939)"
Long Pond,Dutchess,3,2018,S,08/24/2018,10/27/2018,9,1,42.7920990,-73.4386978,"(42.792099, -73.4386978)"
Long Pond,Chenango,7,2016,S,09/23/2016,10/02/2016,1,1,42.4202300,-75.8481300,"(42.42023, -75.84813)"
Long Pond,Rensselaer,5,2013,S,07/22/2013,10/20/2013,13,2,42.7920990,-73.4386978,"(42.792099, -73.4386978)"
Looking Glass Pond,Schoharie,4,2014,C,08/27/2014,10/13/2014,7,1,42.5499992,-74.4929962,"(42.5499992, -74.4929962)"
Loon Lake,Warren,5,2015,C,06/19/2015,09/29/2015,15,1,43.6670691,-73.8478694,"(43.6670691, -73.8478694)"
Loon Lake,Warren,5,2012,C,06/16/2012,10/27/2012,19,1,43.6670691,-73.8478694,"(43.6670691, -73.8478694)"
Lorton Lake,Oswego,7,2012,HT,08/24/2012,09/15/2012,3,2,43.5037410,-75.8907900,"(43.503741, -75.89079)"
Lounsbury Pond,Westchester,3,2016,S,10/07/2016,11/04/2016,4,2,41.2704010,-73.9229965,"(41.270401, -73.9229965)"
Mallet Pond,Schoharie,4,2015,C,07/08/2015,10/20/2015,15,1,42.5860960,-74.5213227,"(42.586096, -74.5213227)"
Maratooka Lake,Suffolk,1,2018,HT,06/15/2018,10/27/2018,19,8,40.9918850,-72.5236840,"(40.991885, -72.523684)"
Maratooka Lake,Suffolk,1,2017,C,06/09/2017,09/29/2017,16,10,40.9918850,-72.5236840,"(40.991885, -72.523684)"
Maratooka Lake,Suffolk,1,2016,HT,06/10/2016,10/13/2016,18,11,40.9918850,-72.5236840,"(40.991885, -72.523684)"
Maratooka Lake,Suffolk,1,2015,HT,06/12/2015,10/27/2015,20,14,40.9918850,-72.5236840,"(40.991885, -72.523684)"
Maratooka Lake,Suffolk,1,2014,HT,04/06/2014,10/02/2014,26,9,40.9918850,-72.5236840,"(40.991885, -72.523684)"
Maratooka Lake,Suffolk,1,2013,HT,08/28/2013,10/20/2013,8,5,40.9918850,-72.5236840,"(40.991885, -72.523684)"
Marcy Street Pond,Onondaga,7,2018,C,08/31/2018,09/21/2018,3,1,43.0660800,-76.0809100,"(43.06608, -76.08091)"
Mariaville Lake,Schenectady,4,2018,C,08/03/2018,10/12/2018,10,5,42.8336983,-74.1119003,"(42.8336983, -74.1119003)"
Mariaville Lake,Schenectady,4,2017,HT,06/25/2017,10/02/2017,14,3,42.8336983,-74.1119003,"(42.8336983, -74.1119003)"
Mariaville Lake,Schenectady,4,2016,HT,09/30/2016,10/20/2016,3,2,42.8336983,-74.1119003,"(42.8336983, -74.1119003)"
Mariaville Lake,Schenectady,4,2015,C,08/21/2015,10/20/2015,9,3,42.8336983,-74.1119003,"(42.8336983, -74.1119003)"
Mariaville Lake,Schenectady,4,2014,C,03/08/2014,06/30/2014,16,1,42.8336983,-74.1119003,"(42.8336983, -74.1119003)"
Marion Lake,Suffolk,1,2018,C,09/14/2018,10/27/2018,6,1,41.1254997,-72.3333969,"(41.1254997, -72.3333969)"
Marion Lake,Suffolk,1,2016,C,08/12/2016,10/13/2016,9,1,41.1254997,-72.3333969,"(41.1254997, -72.3333969)"
Martlings Lake,Richmond,2,2018,C,09/21/2018,09/29/2018,1,1,40.6222000,-74.1167984,"(40.6222, -74.1167984)"
Martlings Lake,Richmond,2,2017,HT,07/28/2017,10/20/2017,12,3,40.6222000,-74.1167984,"(40.6222, -74.1167984)"
Martlings Lake,Richmond,2,2016,C,08/18/2016,10/28/2016,10,1,40.6222000,-74.1167984,"(40.6222, -74.1167984)"
Martlings Lake,Richmond,2,2015,HT,08/28/2015,09/18/2015,3,2,40.6222000,-74.1167984,"(40.6222, -74.1167984)"
Mckay Pond,Suffolk,1,2015,C,08/07/2015,10/02/2015,8,2,40.9071007,-72.7953033,"(40.9071007, -72.7953033)"
Mecox Bay,Suffolk,1,2016,C,08/19/2016,10/27/2016,10,3,40.9012985,-72.3333969,"(40.9012985, -72.3333969)"
Melody Lake,Cortland,7,2013,C,09/20/2013,10/13/2013,3,3,42.4702988,-75.8740997,"(42.4702988, -75.8740997)"
Mill Pond,Genesee,8,2015,HT,06/26/2015,09/29/2015,14,6,43.0839300,-78.0558300,"(43.08393, -78.05583)"
Mill Pond,Genesee,8,2014,C,07/08/2014,10/27/2014,16,1,43.0839300,-78.0558300,"(43.08393, -78.05583)"
Mill Pond (Watermill),Suffolk,1,2018,C,06/01/2018,10/27/2018,21,21,40.9145012,-72.3582993,"(40.9145012, -72.3582993)"
Mill Pond (Watermill),Suffolk,1,2017,C,05/26/2017,10/02/2017,18,18,40.9145012,-72.3582993,"(40.9145012, -72.3582993)"
Mill Pond (Watermill),Suffolk,1,2016,HT,06/10/2016,10/28/2016,20,20,40.9145012,-72.3582993,"(40.9145012, -72.3582993)"
Mill Pond (Watermill),Suffolk,1,2015,HT,05/22/2015,10/20/2015,22,12,40.9145012,-72.3582993,"(40.9145012, -72.3582993)"
Mill Pond (Watermill),Suffolk,1,2014,HT,05/14/2014,10/18/2014,22,18,40.9145012,-72.3582993,"(40.9145012, -72.3582993)"
Mill Pond (Watermill),Suffolk,1,2013,C,07/15/2013,10/21/2013,14,10,40.9145012,-72.3582993,"(40.9145012, -72.3582993)"
Millsite Lake,Jefferson,6,2018,S,06/07/2018,10/27/2018,20,1,44.2921982,-75.7675018,"(44.2921982, -75.7675018)"
Millsite Lake,Jefferson,6,2017,S,04/08/2017,10/13/2017,27,1,44.2921982,-75.7675018,"(44.2921982, -75.7675018)"
Montgomery Lake,Sullivan,3,2018,C,07/13/2018,10/27/2018,15,6,41.5252991,-74.9172974,"(41.5252991, -74.9172974)"
Montgomery Lake,Sullivan,3,2017,C,07/14/2017,10/02/2017,11,6,41.5252991,-74.9172974,"(41.5252991, -74.9172974)"
Montgomery Lake,Sullivan,3,2016,C,06/10/2016,10/20/2016,19,7,41.5252991,-74.9172974,"(41.5252991, -74.9172974)"
Montgomery Lake,Sullivan,3,2015,C,08/14/2015,10/30/2015,11,4,41.5252991,-74.9172974,"(41.5252991, -74.9172974)"
Montgomery Lake,Sullivan,3,2014,C,09/21/2014,10/20/2014,4,1,41.5252991,-74.9172974,"(41.5252991, -74.9172974)"
Montgomery Lake,Sullivan,3,2013,C,07/14/2013,10/14/2013,13,8,41.5252991,-74.9172974,"(41.5252991, -74.9172974)"
Montgomery Lake,Sullivan,3,2012,C,08/27/2012,09/29/2012,5,4,41.5252991,-74.9172974,"(41.5252991, -74.9172974)"
Moon Lake,Jefferson,6,2018,S,08/31/2018,10/12/2018,6,2,44.2542992,-75.7323990,"(44.2542992, -75.732399)"
Moon Lake,Jefferson,6,2017,S,08/25/2017,09/29/2017,5,1,44.2542992,-75.7323990,"(44.2542992, -75.732399)"
Moon Lake,Jefferson,6,2016,S,06/24/2016,10/27/2016,18,6,44.2542992,-75.7323990,"(44.2542992, -75.732399)"
Moon Lake,Jefferson,6,2015,HT,07/31/2015,10/13/2015,11,7,44.2542992,-75.7323990,"(44.2542992, -75.732399)"
Moreau Lake,Saratoga,5,2018,S,08/10/2018,09/14/2018,5,2,43.3614400,-73.6838800,"(43.36144, -73.68388)"
Morningside Lake,Sullivan,3,2018,S,07/13/2018,10/13/2018,13,2,41.7511600,-74.6510010,"(41.75116, -74.651001)"
Morningside Lake,Sullivan,3,2017,S,07/28/2017,10/27/2017,13,2,41.7511600,-74.6510010,"(41.75116, -74.651001)"
Morningside Lake,Sullivan,3,2016,HT,07/01/2016,10/02/2016,13,2,41.7511600,-74.6510010,"(41.75116, -74.651001)"
Morningside Lake,Sullivan,3,2015,HT,08/14/2015,10/20/2015,10,3,41.7511600,-74.6510010,"(41.75116, -74.651001)"
Morningside Lake,Sullivan,3,2014,HT,07/30/2014,10/20/2014,12,1,41.7511600,-74.6510010,"(41.75116, -74.651001)"
Morningside Pond,New York,2,2018,HT,06/08/2018,10/19/2018,19,10,40.8037610,-73.9589430,"(40.803761, -73.958943)"
Morningside Pond,New York,2,2017,C,06/25/2017,09/29/2017,14,3,40.8037610,-73.9589430,"(40.803761, -73.958943)"
Morningside Pond,New York,2,2016,C,08/26/2016,10/27/2016,9,4,40.8037610,-73.9589430,"(40.803761, -73.958943)"
Mountain Lake,Sullivan,3,2016,HT,08/26/2016,10/21/2016,8,4,41.6571007,-74.8147964,"(41.6571007, -74.8147964)"
Muchattoes Lake,Orange,3,2017,C,06/10/2017,10/20/2017,19,1,41.4968987,-74.0309982,"(41.4968987, -74.0309982)"
Mud Lake,Steuben,8,2012,S,07/25/2012,10/20/2012,12,3,42.4914017,-77.2791977,"(42.4914017, -77.2791977)"
Muscoot Reservoir,Westchester,3,2018,S,09/21/2018,10/02/2018,2,1,41.2703018,-73.7113037,"(41.2703018, -73.7113037)"
Muscoot Reservoir,Westchester,3,2016,S,08/26/2016,10/27/2016,9,1,41.2703018,-73.7113037,"(41.2703018, -73.7113037)"
Myosotis Lake,Albany,4,2017,C,08/18/2017,10/13/2017,8,2,42.5201988,-74.1501999,"(42.5201988, -74.1501999)"
Nassau Lake,Rensselaer,5,2018,C,03/08/2018,10/20/2018,32,3,42.5381012,-73.6037979,"(42.5381012, -73.6037979)"
Nassau Lake,Rensselaer,5,2017,C,07/07/2017,10/20/2017,15,8,42.5381012,-73.6037979,"(42.5381012, -73.6037979)"
Nassau Lake,Rensselaer,5,2016,HT,08/12/2016,10/28/2016,11,5,42.5381012,-73.6037979,"(42.5381012, -73.6037979)"
Nassau Lake,Rensselaer,5,2014,C,09/08/2014,09/29/2014,3,3,42.5381012,-73.6037979,"(42.5381012, -73.6037979)"
Nassau Lake,Rensselaer,5,2013,C,07/25/2013,09/29/2013,9,2,42.5381012,-73.6037979,"(42.5381012, -73.6037979)"
Nassau Lake,Rensselaer,5,2012,S,08/03/2012,10/27/2012,12,8,42.5381012,-73.6037979,"(42.5381012, -73.6037979)"
Newark Reservoir,Ontario,8,2017,C,08/25/2017,10/06/2017,6,2,42.9347000,-77.0932999,"(42.9347, -77.0932999)"
Newark Reservoir,Ontario,8,2016,C,08/19/2016,09/30/2016,6,2,42.9347000,-77.0932999,"(42.9347, -77.0932999)"
New Croton Reservoir,Westchester,3,2018,S,08/24/2018,10/13/2018,7,1,41.2388000,-73.8219986,"(41.2388, -73.8219986)"
New Croton Reservoir,Westchester,3,2017,S,09/22/2017,10/27/2017,5,1,41.2388000,-73.8219986,"(41.2388, -73.8219986)"
New Croton Reservoir,Westchester,3,2016,S,08/26/2016,10/02/2016,5,1,41.2388000,-73.8219986,"(41.2388, -73.8219986)"
New Rochelle Reservoir No.3,Westchester,3,2018,S,06/15/2018,09/29/2018,15,1,40.9463005,-73.8013000,"(40.9463005, -73.8013)"
New Rochelle Reservoir No.3,Westchester,3,2016,S,07/10/2016,10/27/2016,16,2,40.9463005,-73.8013000,"(40.9463005, -73.8013)"
Niger Pond,Suffolk,1,2016,C,08/19/2016,10/20/2016,9,2,40.8989983,-72.8195038,"(40.8989983, -72.8195038)"
Nooteeming Lake,Dutchess,3,2017,S,07/14/2017,10/20/2017,14,1,41.7901001,-73.7851028,"(41.7901001, -73.7851028)"
North Sandy Pond,Jefferson,6,2018,C,08/24/2018,09/29/2018,5,2,43.6430300,-76.1851399,"(43.64303, -76.1851399)"
North Sandy Pond,Oswego,7,2018,C,08/24/2018,10/05/2018,6,2,43.6430300,-76.1851399,"(43.64303, -76.1851399)"
North Sandy Pond,Jefferson,6,2016,HT,05/08/2016,10/02/2016,21,4,43.6430300,-76.1851399,"(43.64303, -76.1851399)"
North Sandy Pond,Oswego,7,2016,HT,05/08/2016,10/27/2016,25,4,43.6430300,-76.1851399,"(43.64303, -76.1851399)"
North Sandy Pond,Oswego,7,2015,C,09/25/2015,10/27/2015,5,1,43.6430300,-76.1851399,"(43.64303, -76.1851399)"
North Sandy Pond,Jefferson,6,2015,C,09/25/2015,10/13/2015,3,1,43.6430300,-76.1851399,"(43.64303, -76.1851399)"
Norwich Reservoir East,Chenango,7,2016,S,10/14/2016,10/28/2016,2,1,42.5497017,-75.4869995,"(42.5497017, -75.4869995)"
Oakland Lake,Queens,2,2017,C,04/08/2017,10/20/2017,28,10,40.7585983,-73.7595978,"(40.7585983, -73.7595978)"
Olana Pond,Columbia,5,2014,S,05/08/2014,10/20/2014,24,1,42.2117996,-73.8313980,"(42.2117996, -73.831398)"
Old Town Pond,Suffolk,1,2018,C,07/09/2018,09/29/2018,12,1,40.8787210,-72.3725580,"(40.878721, -72.372558)"
Old Town Pond,Suffolk,1,2017,C,06/25/2017,10/27/2017,18,16,40.8787210,-72.3725580,"(40.878721, -72.372558)"
Old Town Pond,Suffolk,1,2016,C,06/24/2016,10/13/2016,16,11,40.8787210,-72.3725580,"(40.878721, -72.372558)"
Old Town Pond,Suffolk,1,2015,C,07/17/2015,10/27/2015,15,5,40.8787210,-72.3725580,"(40.878721, -72.372558)"
Old Town Pond,Suffolk,1,2014,C,07/09/2014,10/02/2014,12,1,40.8787210,-72.3725580,"(40.878721, -72.372558)"
Onderdonk Lake,Albany,4,2015,C,05/06/2015,06/30/2015,8,1,42.5442009,-74.0848999,"(42.5442009, -74.0848999)"
Oneida Lake,Oneida,6,2018,S,06/29/2018,10/02/2018,14,5,43.2033005,-75.9100037,"(43.2033005, -75.9100037)"
Oneida Lake,Onondaga,7,2018,S,06/29/2018,10/27/2018,17,5,43.2033005,-75.9100037,"(43.2033005, -75.9100037)"
Oneida Lake,Oswego,7,2018,S,06/29/2018,10/13/2018,15,5,43.2033005,-75.9100037,"(43.2033005, -75.9100037)"
Oneida Lake,Madison,7,2018,S,06/29/2018,10/20/2018,16,5,43.2033005,-75.9100037,"(43.2033005, -75.9100037)"
Oneida Lake,Madison,7,2017,HT,06/30/2017,10/02/2017,13,7,43.2033005,-75.9100037,"(43.2033005, -75.9100037)"
Oneida Lake,Onondaga,7,2017,HT,06/30/2017,10/13/2017,15,7,43.2033005,-75.9100037,"(43.2033005, -75.9100037)"
Oneida Lake,Oswego,7,2017,HT,06/30/2017,10/27/2017,17,7,43.2033005,-75.9100037,"(43.2033005, -75.9100037)"
Oneida Lake,Oneida,6,2017,HT,06/30/2017,10/27/2017,17,7,43.2033005,-75.9100037,"(43.2033005, -75.9100037)"
Oneida Lake,Madison,7,2016,S,07/29/2016,09/29/2016,9,1,43.2033005,-75.9100037,"(43.2033005, -75.9100037)"
Oneida Lake,Oneida,6,2016,S,07/29/2016,08/05/2016,1,1,43.2033005,-75.9100037,"(43.2033005, -75.9100037)"
Oneida Lake,Oswego,7,2016,S,07/29/2016,10/20/2016,12,1,43.2033005,-75.9100037,"(43.2033005, -75.9100037)"
Oneida Lake,Onondaga,7,2016,S,07/29/2016,08/05/2016,1,1,43.2033005,-75.9100037,"(43.2033005, -75.9100037)"
Oneida Lake,Onondaga,7,2015,S,03/07/2015,10/20/2015,32,5,43.2033005,-75.9100037,"(43.2033005, -75.9100037)"
Oneida Lake,Oneida,6,2015,S,03/07/2015,06/30/2015,16,5,43.2033005,-75.9100037,"(43.2033005, -75.9100037)"
Oneida Lake,Oswego,7,2015,S,03/07/2015,10/20/2015,32,5,43.2033005,-75.9100037,"(43.2033005, -75.9100037)"
Oneida Lake,Madison,7,2015,S,03/07/2015,06/30/2015,16,5,43.2033005,-75.9100037,"(43.2033005, -75.9100037)"
Oneida Lake,Oneida,6,2014,S,07/10/2014,10/13/2014,14,3,43.2033005,-75.9100037,"(43.2033005, -75.9100037)"
Oneida Lake,Madison,7,2014,S,07/10/2014,10/27/2014,16,3,43.2033005,-75.9100037,"(43.2033005, -75.9100037)"
Oneida Lake,Onondaga,7,2014,S,07/10/2014,10/27/2014,16,3,43.2033005,-75.9100037,"(43.2033005, -75.9100037)"
Oneida Lake,Oswego,7,2014,S,07/10/2014,09/29/2014,12,3,43.2033005,-75.9100037,"(43.2033005, -75.9100037)"
Oneida Lake,Onondaga,7,2013,C,07/01/2013,10/20/2013,16,8,43.2033005,-75.9100037,"(43.2033005, -75.9100037)"
Oneida Lake,Madison,7,2013,C,08/11/2013,09/15/2013,5,3,43.2033005,-75.9100037,"(43.2033005, -75.9100037)"
Oneida Lake,Oneida,6,2013,C,07/01/2013,10/20/2013,16,8,43.2033005,-75.9100037,"(43.2033005, -75.9100037)"
Oneida Lake,Oswego,7,2013,C,07/01/2013,10/02/2013,13,8,43.2033005,-75.9100037,"(43.2033005, -75.9100037)"
Oneida River,Onondaga,7,2016,HT,08/28/2016,10/28/2016,9,4,43.2104840,-76.2663130,"(43.210484, -76.266313)"
Oneida River,Onondaga,7,2013,S,08/01/2013,10/27/2013,12,3,43.2104840,-76.2663130,"(43.210484, -76.266313)"
